genres,artists,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,count
['classical cello'],Heinrich Schiff,0.941,0.347666667,262262.3333,0.0591,0.888333333,0.101433333,-25.04933333,0.050866667,156.7526667,0.278666667,40.66666667,3,1,3
[],Heinrich Schlusnus,0.9885,0.41275,263539.25,0.152641667,0.131429083,0.17555,-13.49025,0.0732,90.52858333,0.25575,0.916666667,8,1,12
['operetta'],Heinrich Strecker,0.986,0.373,201771,0.113,0.0112,0.221,-14.696,0.0473,88.074,0.264,1,0,1,1
[],Heinz Bongartz,0.855,0.233,495867,0.199,0.366,0.182,-18.361,0.0481,80.373,0.0668,16,0,0,1
[],Heinz Rehfuss,0.915555556,0.314888889,329574.8889,0.113077778,0.000515931,0.143644444,-22.03077778,0.064055556,113.0746667,0.108222222,0,1,1,9
['orchestral performance'],Heinz Rögner,0.925,0.506,130620,0.3675,0.000327,0.224,-14.624,0.0612,133.272,0.698,1.5,7,1,4
[],Heinz Sandauer,0.97,0.563,161489,0.237,1.03E-05,0.263,-14.34,0.0544,114.501,0.621,0,2,1,1
['classical tenor'],Heinz Zednik,0.932,0.467,249240,0.237,0.000116,0.151,-17.068,0.164,107.11,0.23,52,7,0,1
"['abstract hip hop', 'minnesota hip hop', 'underground rap']",Heiruspecs,0.516,0.7,199467,0.687,0.000179,0.105,-9.967,0.303,94.075,0.663,36,4,1,2
"['brazilian classical', 'classical', 'early modern classical', 'latin classical', 'neoclassicism']",Heitor Villa-Lobos,0.87525,0.355,271591.75,0.2265,0.64325,0.1167,-19.59175,0.0397,119.6575,0.228725,7,2,0,4
['samba'],Heitor dos Prazeres,0.9954,0.666,172445.2,0.2328,0.717,0.1956,-13.6102,0.19756,82.3352,0.798,0.6,3,1,5
[],Helen Arden,0.953333333,0.504333333,125768.6667,0.317666667,5.86E-06,0.476333333,-11.51366667,0.0747,95.378,0.559333333,2.666666667,1,1,3
"['gospel', 'praise']",Helen Baylor,0.734,0.5245,353533,0.243,0,0.426,-16.805,0.1931,87.9315,0.2445,32,2,1,4
[],Helen Cornelius,0.813,0.51,182960,0.257,0,0.207,-10.765,0.0296,78.3,0.467,30,9,1,2
[],Helen Crawford,0.978,0.353,186800,0.115,0.196,0.371,-19.434,0.0507,88.882,0.374,7,11,0,2
[],Helen Ferguson,0.864,0.531,155160,0.448,0.036,0.923,-8.627,0.0455,102.131,0.879,1,5,1,1
"['big band', 'swing', 'torch song']",Helen Forrest,0.95190625,0.4341875,172985.75,0.1638625,0.124995397,0.218346875,-13.0645625,0.04076875,103.7639375,0.3472,16.125,2,1,32
[],Helen Gallagher,0.831444444,0.532555556,189985.1111,0.211222222,4.43E-06,0.338777778,-12.64077778,0.072977778,103.6987778,0.405444444,11,5,1,9
"['new age', 'new age piano']",Helen Jane Long,0.945666667,0.400666667,218533,0.083833333,0.655666667,0.107066667,-21.91566667,0.0373,124.558,0.1172,47.66666667,5,1,6
['vocal jazz'],Helen Merrill,0.897259259,0.350518519,224137.3333,0.138874074,0.00920236,0.170292593,-17.71796296,0.040059259,114.1136667,0.259296296,16.22222222,0,0,54
['torch song'],Helen Morgan,0.989,0.374,237000,0.112,0,0.157,-15.183,0.0582,93.65,0.327,3,10,1,2
[],Helen O'Connell,0.915,0.595333333,177377.6667,0.189666667,0.000347533,0.244666667,-11.01733333,0.0588,128.7823333,0.552,25,5,0,6
[],Helen Raymond,0.599,0.581,116467,0.273,0,0.619,-15.327,0.269,145.918,0.966,28,7,1,1
"['adult standards', 'brill building pop', 'bubblegum pop', 'folk', 'mellow gold', 'soft rock']",Helen Reddy,0.549289231,0.471476923,191267.9385,0.420646154,0.005285254,0.151935385,-12.18192308,0.050329231,116.6989846,0.478107692,35.84615385,7,1,65
"['adult standards', 'brill building pop', 'classic uk pop', 'merseybeat', 'rock-and-roll']",Helen Shapiro,0.717,0.6475,180460,0.4885,0,0.13805,-8.818,0.05595,111.1045,0.82,36.5,10,1,4
[],Helen St. John,0.143,0.647,207440,0.488,0.197,0.126,-10.764,0.0301,140.309,0.234,44,7,1,2
[],Helen Ward,0.967,0.488,170427,0.382,0.149,0.973,-10.347,0.0392,115.336,0.492,10,10,1,2
['classical contralto'],Helen Watts,0.973,0.327,184693,0.458,0.663,0.188,-16.084,0.0638,179.429,0.741,15,2,1,1
[],Helen Wood,0.845,0.569,221787,0.303,0,0.122,-8.854,0.0623,104.644,0.475,0,7,1,1
['hollywood'],Helena Bonham Carter,0.896615385,0.508384615,189887.2308,0.241769231,1.12E-05,0.148584615,-13.68815385,0.073007692,108.1389231,0.448907692,44.46153846,6,1,13
[],Helena Braun,0.949,0.2535,372386.6667,0.288166667,0.002717403,0.339916667,-15.456,0.057733333,89.74816667,0.130733333,0,10,1,6
[],Helene Bouvier,0.953,0.335,174933,0.0407,0,0.153,-25.928,0.0454,98.409,0.0587,0,2,0,1
[],Helene Jung,0.882666667,0.187333333,344093.3333,0.294333333,0.3952,0.198666667,-13.99366667,0.033966667,82.782,0.289,0,7,1,3
[],Helene Petrich,0.9606,0.3257,213914.6,0.2504,0.098321322,0.4898,-15.0975,0.05271,100.1439,0.15229,0,4,1,10
[],Helene Tronsmo,0.975,0.445,83680,0.0395,0,0.179,-14.795,0.0529,129.024,0.548,2,0,1,1
['classical soprano'],Helga Dernesch,0.989,0.1,296440,0.142,0.0118,0.144,-17.518,0.0386,79.964,0.0685,37,3,1,1
[],Helge Jacobsens Kvartet,0.825,0.842,151173,0.34,0.022,0.168,-17.091,0.0498,105.933,0.921,0,8,1,2
[],Helge Leonhard,0.987,0.451,155267,0.227,0.0407,0.13,-17.182,0.0504,183.34,0.863,0,10,1,2
[],Helge Rosvaenge,0.98075,0.2895,204993.875,0.231475,0.116242625,0.239375,-15.252875,0.05015,78.12675,0.25775,0.5,3,1,8
"['ambient', 'compositional ambient', 'focus', 'space ambient']",Helios,0.992,0.241,154733,0.0152,0.922,0.111,-23.109,0.0401,73.218,0.0839,51,0,1,2
[],Helium Protect,0.383,0.866,276880,0.582,0,0.116,-10.879,0.217,127.981,0.741,0,11,1,2
[],Helix,0.008020667,0.463333333,188117.6667,0.936,0.001286333,0.382866667,-4.519333333,0.095033333,121.603,0.441666667,38,7,1,6
[],Hella,0.0017,0.441,183707,0.92,0.81,0.209,-5.384,0.0864,88.464,0.32,40,7,1,2
[],Hellen Kwon,0.972,0.3845,275760,0.1545,0.4275,0.1315,-19.3805,0.0436,99.996,0.2955,48.5,3,1,2
[],Hello O'shay,0.0685,0.809,252779,0.613,0,0.107,-8.402,0.175,104.991,0.562,68,2,1,1
"['anime rock', 'j-poprock', 'j-rock', 'okinawan pop']",Hello Sleepwalkers,0.000891,0.406,170640,0.959,0,0.327,-3.014,0.0952,94.277,0.571,65,0,1,2
[],"Hello, Dolly! Ensemble",0.898,0.413,313351,0.213333333,0,0.668,-16.295,0.042233333,110.403,0.417666667,14.33333333,5,1,6
"['emo', 'modern rock', 'neon pop punk', 'pop emo', 'pop punk']",Hellogoodbye,0.389,0.667666667,240484.6667,0.523,0.00225,0.216,-7.678333333,0.046133333,125.9973333,0.678333333,48,5,1,6
"['german metal', 'german power metal', 'hard rock', 'metal', 'neo classical metal', 'old school thrash', 'power metal', 'rock', 'speed metal']",Helloween,0.034943473,0.315,383630.1818,0.843727273,0.000237244,0.232836364,-7.322090909,0.0777,142.5949091,0.293081818,49.45454545,9,0,22
"['alternative metal', 'alternative rock', 'grunge', 'industrial metal', 'industrial rock', 'nu metal', 'post-hardcore', 'rap rock', 'rock']",Helmet,0.000468368,0.392105263,224438.5263,0.860631579,0.164242789,0.154810526,-8.658105263,0.073284211,124.3357895,0.452631579,42.94736842,6,0,19
[],Helmut Froschauer,0.964,0.217,1093733,0.356,0.0604,0.284,-14.5,0.0613,85.182,0.0558,39,2,1,2
[],Helmut Koch,0.976,0.454,317933,0.19,0.839,0.362,-14.742,0.0307,78.811,0.324,0,0,1,2
[],Helmut Krebs,0.8465,0.438,66300,0.1833,0,0.28975,-11.16775,0.043325,105.589,0.19525,0,2,1,4
[],Helmut Melchert,0.9606,0.3257,213914.6,0.2504,0.098321322,0.4898,-15.0975,0.05271,100.1439,0.15229,0,4,1,10
[],Helmut Muller-Bruhl,0.818375,0.396,289834.875,0.2595625,0.027102325,0.1446875,-19.83325,0.0377,100.531125,0.6161875,46.25,2,1,16
['classical organ'],Helmut Walcha,0.992,0.237,201097,0.262,3.35E-05,0.119,-16.244,0.0545,156.599,0.223,1,9,1,1
[],Helmuth Froschauer,0.983,0.112,144293,0.225,0.00563,0.135,-19.064,0.0379,174.424,0.107,10,7,1,2
['orchestral performance'],Helmuth Rilling,0.973,0.327,184693,0.458,0.663,0.188,-16.084,0.0638,179.429,0.741,15,2,1,2
[],Helsloot,0.691,0.789,196375,0.435,0.0418,0.107,-9.506,0.149,122.995,0.166,69,2,0,2
"['alternative hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'turntablism']",Heltah Skeltah,0.0241,0.797,302974,0.547,0,0.313,-10.875,0.355,92.12,0.71,46,11,0,2
['filmi'],Hema Sardesai,0.0239,0.828,408733,0.568,6.78E-06,0.102,-12.78,0.0997,99.993,0.659,23,7,1,1
"['classic bollywood', 'classic pakistani pop', 'filmi', 'ghazal', 'rabindra sangeet', 'sufi']",Hemant Kumar,0.951721053,0.414947368,204635.0263,0.237789474,0.355848105,0.177638947,-14.49224737,0.050754211,104.2306947,0.468883684,5.257894737,3,1,190
"['classic bollywood', 'filmi', 'ghazal']",Hemlata,0.92,0.327,215360,0.394,0.0881,0.338,-7.944,0.0329,117.464,0.326,25,0,0,2
[],Hemstock & Jennings,0.000204,0.533,418067,0.932,0.883,0.251,-6.845,0.0368,139.371,0.0554,36,8,1,2
[],Henderson's Roseland Orchestra,0.989,0.667,151208,0.539,0.893,0.216,-8.665,0.0341,121.589,0.963,0,3,1,2
"['early modern classical', 'french romanticism', 'late romantic era']",Henri Duparc,0.976,0.27,203293,0.232,0.0032,0.106,-17.363,0.0408,98.026,0.0724,0,3,1,1
"['vintage chanson', 'vintage schlager']",Henri Garat,0.985,0.75575,183743.25,0.31625,0.00169025,0.20185,-12.7905,0.074775,121.322,0.80275,0.25,9,1,8
[],Henri Michaux,0.886,0.506,80533,0.0291,0.128,0.111,-24.335,0.0801,75.807,0.0551,0,0,1,2
[],Henri Posseur,0.876,0.283,531353,0.803,0.207,0.279,-17.156,0.267,98.226,0.0195,2,7,1,2
[],Henri Rene,0.898,0.226,198253,0.388,0.000141,0.113,-8.665,0.0322,83.782,0.142,0,0,1,2
[],Henri Rene & His Orchestra,0.902,0.7,206067,0.138,0,0.185,-12.347,0.0612,84.487,0.49,63,8,1,2
"['chanson', 'french pop']",Henri Salvador,0.712,0.615,248307,0.459,0.00208,0.0887,-10.156,0.0313,142.025,0.457,52,1,1,1
"['contemporary jazz', 'french jazz', 'world']",Henri Texier,0.82175,0.6275,226363.5,0.29775,0.7415,0.09025,-16.8965,0.042725,119.26775,0.5655,38.25,9,1,8
['late romantic era'],Henri Vieuxtemps,0.915333333,0.339333333,345898,0.228,0.378333333,0.171,-18.75633333,0.051866667,115.562,0.234733333,2.666666667,9,0,3
[],Henriette Lebard,0.990857143,0.452857143,242689.7143,0.107285714,0.013308429,0.245428571,-19.47742857,0.110628571,113.5975714,0.255871429,0,3,1,7
[],Henriot Gwenaël,0.995,0.365,190240,0.0502,0.913,0.0946,-25.791,0.0907,76.355,0.388,0,7,1,2
[],Henrique Alberti,0.991,0.464,198280,0.0523,0.284,0.0845,-18.927,0.0693,65.95,0.732,2,0,1,2
"['indie anthem-folk', 'indie folk', 'new americana', 'pop folk', 'stomp and holler', 'vermont indie']",Henry,0.4085,0.4955,222748,0.599,0,0.123,-4.99,0.09735,91.9815,0.3345,72,7,1,4
[],Henry Blair,0.981,0.6,53862,0.551,3.37E-05,0.542,-5.867,0.385,204.126,0.957,0,4,1,2
[],Henry Calvin,0.8072,0.478,195213.2,0.4131,0.001800314,0.2976,-12.177,0.13967,99.8919,0.4898,6.7,0,1,10
[],Henry Carey,0.9895,0.3005,134686.5,0.15635,0,0.1875,-15.9065,0.032,73.7295,0.49,16,5,1,2
"['latin jazz', 'salsa', 'salsa international', 'tropical']",Henry Fiol,0.588666667,0.648333333,393143.6667,0.520333333,0.00405446,0.118466667,-12.228,0.048133333,93.79266667,0.864666667,43.33333333,7,0,6
[],Henry Gibson,0.81,0.5976,154336.2,0.3502,0,0.2214,-12.4432,0.2046,107.0558,0.772,23,10,1,5
[],Henry Glover,0.809,0.583,145707,0.7,0,0.162,-11.43,0.0626,148.871,0.929,0,3,1,1
"['electropop', 'indie soul', 'vapor soul']",Henry Green,0.963,0.399,199654,0.163,0.00132,0.0885,-16.436,0.0382,94.011,0.242,64,3,0,2
['soft rock'],Henry Gross,0.23,0.558,233677,0.36,0.00248,0.18,-11.771,0.0232,87.838,0.509,48,5,1,2
[],Henry Hagemann & his Full Brass,0.966,0.629,170377,0.356,0.936,0.831,-14.07,0.283,201.567,0.741,0,5,1,2
['la indie'],Henry Hall,0.951923077,0.559384615,169303.6154,0.195011538,0.115528915,0.127619231,-17.92165385,0.048796154,122.6458462,0.597269231,5.653846154,7,1,26
"['british soundtrack', 'epicore', 'scorecore', 'soundtrack', 'video game music']",Henry Jackman,0.74,0.534,200227,0.487,0.885,0.109,-11.201,0.0302,112.989,0.237,56,10,1,2
"['indie anthem-folk', 'indie folk', 'new americana', 'pop folk', 'stomp and holler', 'vermont indie']",Henry Jamison,0.523,0.6345,222542,0.479,0.008503,0.07605,-9.122,0.0303,134.507,0.38,60,6,1,4
[],Henry John Gauntlett,0.959,0.0847,234173,0.294,0.337,0.0837,-17.227,0.0394,78.161,0.194,10,7,1,1
[],Henry Kapono,0.611,0.457,200000,0.759,0.000361,0.0804,-9.283,0.108,93.909,0.522,32,2,0,1
[],Henry Laverne,0.971,0.544,203733,0.17,2.94E-05,0.714,-14.177,0.0459,112.591,0.694,0,5,1,2
[],Henry Le Clair,0.824,0.627,308827,0.32,0,0.181,-14.046,0.203,128.434,0.62,23,5,1,1
"['album rock', 'heartland rock']",Henry Lee Summer,0.06,0.636,264427,0.594,0,0.351,-10.56,0.0276,127.702,0.86,43,9,1,2
[],Henry Lewis,0.989,0.135,430893,0.1,0.0191,0.182,-21.148,0.0482,178.069,0.0627,38,5,1,2
"['adult standards', 'classic soundtrack', 'easy listening', 'lounge', 'vocal jazz']",Henry Mancini,0.778678417,0.474811511,169328.4532,0.360245324,0.494656558,0.140841727,-13.64631655,0.037316187,114.1565971,0.457671942,20.39208633,0,1,278
[],Henry Mitchell,0.9155,0.40475,203900.25,0.28175,0.001222348,0.1637,-12.455,0.060225,97.51975,0.33175,0.75,0,1,4
"['country rock', 'modern southern rock', 'southern rock']",Henry Paul Band,0.0132,0.317,411720,0.987,0.233,0.271,-1.828,0.151,169.734,0.716,32,11,0,2
"['baroque', 'classical', 'early music', 'english baroque']",Henry Purcell,0.932606061,0.490393939,92665.90909,0.148954545,0.255198685,0.185409091,-19.74042424,0.088539394,103.3642424,0.413563636,6.03030303,7,1,33
"['compositional ambient', 'contemporary classical', 'minimalism', 'polish contemporary classical']",Henryk Górecki,0.7215,0.0866,1087660,0.10025,0.623,0.153,-19.64,0.04035,81.3595,0.03055,41.5,10,0,2
"['classical performance', 'violin']",Henryk Szeryng,0.956,0.428,652920,0.1985,0.2495,0.086,-16.597,0.0455,124.017,0.3295,41,2,1,2
"['classical', 'late romantic era', 'polish classical']",Henryk Wieniawski,0.930363636,0.298909091,361899.3636,0.211881818,0.223372727,0.223636364,-16.98263636,0.050490909,97.01236364,0.255890909,0.181818182,10,1,11
"['cowboy western', 'oklahoma country']",Henson Cargill,0.608,0.623,160785,0.51,0.00267,0.0699,-13.092,0.0374,145.604,0.54,49,6,0,2
[],Hentai Dude,0.192,0.749,172565,0.782,0,0.632,-9.589,0.176,83.504,0.61,64,6,0,2
"['classic swedish pop', 'swedish rock-and-roll', 'vintage swedish pop']",Hep Stars,0.0763,0.434,112760,0.911,0.0304,0.0562,-6.958,0.0539,106.442,0.746,27,0,1,2
"['rock steady', 'ska', 'ska punk', 'ska revival', 'traditional ska']",Hepcat,0.0722,0.82,202107,0.63,0,0.0462,-6.629,0.0722,129.123,0.961,38,9,1,2
['historic classical performance'],Hephzibah Menuhin,0.979,0.427666667,321293.3333,0.113666667,0.119666667,0.155333333,-19.07633333,0.055733333,84.203,0.513666667,0,5,1,6
[],Hepzibah Menuhin,0.989,0.3574,508432,0.2714,0.35294,0.1329,-12.0598,0.05118,83.916,0.285,0,9,1,10
"['chicago drill', 'chicago rap', 'drill', 'rap', 'southern hip hop', 'trap']",Her's,0.199475,0.56825,257365,0.74925,0.226034,0.2485,-5.814,0.0371,125.37275,0.59625,64.5,9,1,8
"['adult standards', 'easy listening', 'lounge']",Herb Alpert,0.234928571,0.708238095,295276.5238,0.609047619,0.641085581,0.153628571,-10.56804762,0.042061905,110.5538095,0.625428571,36.19047619,8,0,21
"['adult standards', 'easy listening', 'lounge']",Herb Alpert & The Tijuana Brass,0.577625843,0.620865169,160626.3596,0.443453933,0.66929388,0.162875281,-12.4,0.0598,119.0454607,0.593114607,26.16853933,5,1,178
"['cool jazz', 'jazz guitar']",Herb Ellis,0.864958333,0.596416667,274070.4167,0.261233333,0.597725,0.119383333,-15.85,0.041733333,114.2707917,0.530291667,22.875,0,1,24
['jazz saxophone'],Herb Geller,0.815333333,0.554904762,216733.1905,0.284733333,0.266665133,0.118952381,-13.31090476,0.050642857,111.1028571,0.565904762,4.904761905,2,0,21
[],Herb Pedersen,0.243,0.656,155813,0.499,0,0.322,-10.307,0.0294,111.148,0.806,33,11,1,2
[],Herb Surface,0.917,0.46,235573.5,0.22,5.05E-06,0.08025,-12.327,0.03615,116.5475,0.375,21.5,5,1,2
[],Herbert Alsen,0.987,0.285,156467,0.198,0.147,0.455,-17.703,0.0438,92.245,0.0851,0,8,1,1
['orchestral performance'],Herbert Blomstedt,0.968,0.0634,259333,0.0216,0.954,0.117,-23.377,0.0447,66.201,0.0343,41,4,1,2
[],Herbert Greene,0.896571429,0.432142857,187885.7143,0.292628571,0.134339643,0.360142857,-14.18371429,0.065714286,113.4444286,0.3627,4.142857143,5,1,14
"['avant-garde', 'compositional ambient', 'contemporary classical piano']",Herbert Henck,0.992,0.208,768173,0.00643,0.935,0.0849,-44.347,0.0433,66.289,0.476,46,2,0,2
[],Herbert Howard,0.817,0.642,257813,0.124,0,0.108,-21.549,0.317,88.494,0.533,12,7,1,2
[],Herbert Kegel,0.973,0.337,713627,0.0705,0.000211,0.07,-19.681,0.0478,109.798,0.0661,0,9,0,2
[],Herbert Lippert,0.972,0.3845,275760,0.1545,0.4275,0.1315,-19.3805,0.0436,99.996,0.2955,48.5,3,1,2
[],Herbert Sandberg,0.9755,0.2233,311803.25,0.143225,0.877,0.222,-16.95675,0.039025,96.734,0.183525,0,7,1,8
"['classical', 'classical performance', 'orchestral performance']",Herbert von Karajan,0.932291513,0.245750185,396269.2066,0.175980406,0.500633728,0.209697417,-18.62187085,0.04644059,100.2108081,0.147980074,19.67158672,2,1,271
"['bebop', 'contemporary post-bop', 'cool jazz', 'funk', 'instrumental funk', 'jazz', 'jazz funk', 'jazz fusion', 'jazz piano', 'soul jazz']",Herbie Hancock,0.526683699,0.552196532,442490.6763,0.545648555,0.394331466,0.146678613,-12.11827168,0.045221965,116.6128324,0.59000578,31.33526012,5,0,173
"['bossa nova', 'cool jazz', 'jazz', 'jazz flute', 'jazz funk', 'soul jazz']",Herbie Mann,0.453733333,0.618333333,470251.0833,0.461666667,0.714685,0.122266667,-15.99425,0.043366667,99.0605,0.70425,39.08333333,5,1,12
['jazz trio'],Herbie Nichols Trio,0.82,0.492,262773,0.331,0.284,0.288,-12.93,0.0326,129.201,0.334,10,0,1,2
[],Herbs,0.334,0.825,277360,0.649,0,0.623,-9.554,0.0418,122.155,0.97,61,7,1,2
"['alternative dance', 'dance pop', 'dance-punk', 'electronica', 'indietronica', 'new rave', 'nu disco']",Hercules & Love Affair,0.00542,0.716,345560,0.914,0.000218,0.0504,-6.907,0.0341,118.579,0.69,59,7,0,2
"['corrido', 'corridos tumbados', 'nuevo regional mexicano', 'regional mexican', 'sierreno']",Herencia de Patrones,0.368444444,0.600888889,171606.5556,0.606333333,1.68E-06,0.1668,-7.014111111,0.083244444,133.3108889,0.864444444,64.44444444,7,0,9
[],Herion Young,0.0256,0.929,198905,0.679,0,0.0965,-5.877,0.318,94.501,0.598,66,11,0,2
[],Herma Handl,0.9645,0.36,453433,0.2715,0.000855,0.6355,-19.227,0.3325,74.7555,0.3075,0,11,0,2
[],Herman Schey,0.955333333,0.265,132939.8333,0.203666667,0.019305433,0.2775,-19.62916667,0.039233333,96.077,0.15505,0,4,0,6
"['adult standards', 'brill building pop', 'british invasion', 'bubblegum pop', 'classic rock', 'classic uk pop', 'folk', 'folk rock', 'mellow gold', 'merseybeat', 'rock-and-roll', 'rockabilly']",Herman's Hermits,0.372428125,0.59209375,150760.0938,0.60825,0.022505573,0.23264375,-8.133375,0.039709375,122.4485313,0.7835,26.71875,0,1,64
"['mariachi', 'ranchera']",Hermanas Huerta,0.721,0.341,140493,0.163,1.52E-06,0.0856,-14.906,0.0355,199.058,0.592,28,10,1,2
[],Hermanas Lima,0.900444444,0.662777778,162869.6667,0.386777778,0.014476256,0.2118,-10.244,0.060244444,118.0594444,0.833777778,9.111111111,10,1,18
['historic orchestral performance'],Hermann Abendroth,0.98,0.118,520533,0.206,0.909,0.106,-17.07,0.042,58.572,0.0739,0,2,1,2
['historic classical performance'],Hermann Busch,0.989,0.4505,584060,0.0816,0.7805,0.1156,-20.569,0.04515,105.9615,0.3635,0,3,1,4
[],Hermann Gallos,0.937666667,0.328333333,230742,0.207333333,9.77E-07,0.239333333,-18.08533333,0.053366667,78.16366667,0.363333333,0,5,1,3
[],Hermann Greiner,0.9068,0.2556,324528,0.2826,0.2373146,0.24,-14.5902,0.04742,87.7742,0.3232,0,0,1,5
['historically informed performance'],Hermann Max,0.926,0.1895,454100,0.07655,0.3541625,0.0977,-24.33,0.04285,120.937,0.10005,42,10,0,4
['classical baritone'],Hermann Prey,0.941,0.491,223427,0.13,0.0307,0.0748,-19.456,0.0558,61.039,0.437,0,5,1,1
"['historic orchestral performance', 'orchestral performance']",Hermann Scherchen,0.94225,0.332,553673.4167,0.153675833,0.81275,0.130358333,-19.88875,0.039316667,99.53616667,0.250316667,0,3,1,24
[],Hermann Weigert,0.9843,0.5667,309826.2,0.2026,0.014886669,0.2885,-14.224,0.4647,94.6665,0.3785,0,7,1,20
['mexican rock-and-roll'],Hermanos Carrion,0.942666667,0.527666667,156511,0.441,0.111459167,0.162333333,-11.36866667,0.033316667,123.938,0.682166667,29.33333333,7,1,12
"['mariachi', 'ranchera']",Hermanos Zaizar,0.682,0.518,204147,0.281,0,0.174,-12.344,0.0268,96.82,0.627,32,4,0,2
['american folk revival'],Hermes Nye,0.934545455,0.633545455,124387.9091,0.125172727,0.003118918,0.108545455,-17.53454545,0.212109091,118.5957273,0.65,0.636363636,9,1,22
[],Hermes Pan,0.82,0.68,207467,0.378,5.57E-05,0.191,-14.928,0.284,104.12,0.624,12,6,1,1
[],Hermione Gingold,0.7614,0.4528,111893.2,0.27796,4.08E-07,0.3578,-15.682,0.12316,82.3288,0.5168,12.6,3,1,5
"['australian dance', 'downtempo', 'edm', 'escape room']",Hermitude,0.1674,0.63025,248397,0.70975,0.3099975,0.10815,-6.94225,0.1577,143.0675,0.41975,57.25,6,1,4
"['musica nicaraguense', 'trova']",Hernaldo Zuniga,0.625142857,0.462714286,242540.7143,0.453142857,3.71E-05,0.147471429,-10.31142857,0.038957143,141.1325714,0.397,42.57142857,0,0,7
"['latin alternative', 'latin rock', 'musica aragonesa', 'rock en espanol', 'spanish rock']",Heroes Del Silencio,0.137329043,0.501913043,270350.7826,0.830521739,0.028086659,0.194978261,-5.311695652,0.044326087,135.1898696,0.513695652,49.69565217,11,0,46
[],Heros Black,0.0397,0.801,416724,0.661,0.778,0.0631,-8.835,0.0503,128.005,0.136,0,0,1,2
"['cartoon', ""children's music""]",Herry Monster,0.493,0.716,377549,0.262,0,0.138,-14.603,0.924,113.905,0.493,24,10,1,2
[],Hervey Alan,0.9415,0.205,535267,0.1475,0.00776775,0.1885,-19.8535,0.05495,76.0435,0.1795,19,2,1,2
[],Herwig Pecoraro,0.963,0.162,384120,0.134,0.875,0.0975,-17.593,0.0428,70.763,0.0953,45,4,1,1
[],Hesen Zîrek,0.933277778,0.425166667,350247.7778,0.691888889,0.511003517,0.628644444,-7.112611111,0.086305556,121.1433889,0.750138889,0,6,1,72
[],Hester Cnossen,0.948,0.333,185867,0.0793,0.269,0.0914,-18.923,0.0365,139.895,0.155,0,7,1,2
[],Hex Hector,0.026564,0.695,252064,0.9306,0.00454256,0.13008,-3.4994,0.04166,132.3836,0.6744,46.8,6,1,5
"['candy pop', 'neon pop punk', 'pixie', 'pop emo', 'pop punk']",Hey Monday,0.00939,0.393,218246.5,0.9615,0,0.2995,-2.09,0.08025,142.4965,0.3465,48.5,2,1,4
"['dance pop', 'electropop', 'indie poptimism', 'modern rock', 'pixie', 'pop', 'post-teen pop', 'social media pop']",Hey Violet,0.04265,0.643666667,218522.3333,0.657666667,2.40E-06,0.201966667,-5.572,0.042033333,123.69,0.346333333,63.33333333,6,1,6
['gospel'],Hezekiah Walker,0.235785714,0.487714286,412076.2857,0.590285714,0.00023,0.434714286,-8.171285714,0.045914286,112.9528571,0.365857143,47.85714286,8,1,7
['gospel'],Hezekiah Walker & The Love Fellowship Crusade Choir,0.0785,0.4305,271460,0.7735,2.29E-06,0.6755,-7.354,0.106,145.795,0.429,33.5,1,1,4
['sound'],Hi Freq Samples,0.139,0.166,163177,0.769,0.983,0.606,-21.081,0.0642,116.759,1.00E-05,70,7,1,2
"['indie pop', 'indie poptimism', 'indie rock', 'minneapolis indie', 'modern alternative rock', 'modern rock']",Hi-C,0.105633333,0.668333333,271524.6667,0.695666667,0,0.251,-5.394333333,0.311666667,160.2896667,0.708333333,40.33333333,10,0,6
"['enka', 'japanese city pop', 'kayokyoku']",Hi-Fi Set,0.702,0.501,193667,0.465,1.16E-06,0.457,-10,0.0289,81.814,0.577,26,2,0,2
"['boy band', 'hip pop', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",Hi-Five,0.179485,0.6635,290869.4,0.7052,0.00108381,0.15356,-7.2454,0.04012,143.6337,0.6969,39.2,1,1,20
['post-disco'],Hi-Gloss,0.0996,0.715,325147,0.688,3.78E-05,0.157,-10.934,0.0687,98.413,0.702,43,6,0,2
"['alternative hip hop', 'cincinnati rap', 'hip hop']",Hi-Tek,0.250333333,0.674333333,226537.6667,0.802666667,0,0.283,-4.633333333,0.354666667,88.40933333,0.711333333,46.33333333,7,1,3
"['australian r&b', 'indie jazz', 'indie soul', 'neo r&b', 'neo soul', 'shiver pop']",Hiatus Kaiyote,0.656,0.552,275320,0.531,5.21E-05,0.11,-6.767,0.125,91.573,0.324,58,8,1,1
"['alternative hip hop', 'hardcore hip hop', 'hip hop', 'jazz rap', 'turntablism', 'underground rap']",Hieroglyphics,0.3392,0.8216,252165.4,0.7998,0.002122318,0.18348,-5.2518,0.2424,93.489,0.7684,47.4,1,1,10
['white noise'],High Altitude Samples,0.6755,0.02795,165861,0.16974,1,0.1115,-31.6365,0.052,29.1135,0.0106,75.5,10,1,4
"['post-disco', 'post-disco soul']",High Fashion,0.2215,0.7665,337271,0.7525,0.0013295,0.29495,-8.962,0.0591,119.931,0.8705,33,7,1,4
